"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042026","protein refolding","4/118","27/18986",0.148148148148148,23.8367859384809,9.39058223935138,2.22782619083582e-05,0.000781676406958481,0.000733092462796775,"HSPD1/FKBP1B/HSPA1B/HSPA8",4
"GO:0008535","respiratory chain complex IV assembly","4/118","29/18986",0.137931034482759,22.1928696668615,9.0320707698284,2.98619817521938e-05,0.00102547316059661,0.000961736388794059,"SMIM20/COX14/COX16/PET117",4
"GO:0017004","cytochrome complex assembly","4/118","41/18986",0.0975609756097561,15.697395618024,7.45020767048645,0.000120210306289104,0.00404207154897112,0.0037908425535906,"SMIM20/COX14/COX16/PET117",4
"GO:0006457","protein folding","7/118","231/18986",0.0303030303030303,4.87570621468927,4.68685670456207,0.000605455433000023,0.0199429605890212,0.0187034352879492,"HSPD1/FKBP1B/HSPA1B/PPIA/PRDX4/HSPA8/DNAJB1",7
"GO:0006695","cholesterol biosynthetic process","4/118","65/18986",0.0615384615384615,9.90143415906128,5.68496754821899,0.000716597394060271,0.0226781998826133,0.0212686698175164,"MSMO1/HMGCR/FDFT1/IDI1",4
"GO:1902653","secondary alcohol biosynthetic process","4/118","65/18986",0.0615384615384615,9.90143415906128,5.68496754821899,0.000716597394060271,0.0226781998826133,0.0212686698175164,"MSMO1/HMGCR/FDFT1/IDI1",4
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","3/118","30/18986",0.1,16.0898305084746,6.54116357509466,0.000840632048847818,0.0260919255161611,0.0244702203692948,"TRIAP1/TPT1/MIF",3
"GO:0051085","chaperone cofactor-dependent protein refolding","3/118","32/18986",0.09375,15.0842161016949,6.30580594575797,0.00101773625472583,0.0309929493420281,0.0290666282878995,"HSPA1B/HSPA8/DNAJB1",3
"GO:0016126","sterol biosynthetic process","4/118","72/18986",0.0555555555555556,8.93879472693032,5.33718797700274,0.00105317749179614,0.0314783050325735,0.0295218174113616,"MSMO1/HMGCR/FDFT1/IDI1",4
"GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","2/118","10/18986",0.2,32.1796610169492,7.7992425009915,0.00166831387896719,0.0485556320886886,0.0455377283920526,"QARS1/PPIA",2
"GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","3/118","38/18986",0.0789473684210526,12.7024977698483,5.71047254579847,0.00168470594607594,0.0485556320886886,0.0455377283920526,"TRIAP1/TPT1/MIF",3
