baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000183454	62.3194406755012	2.09252912124968	0.661906939859088	3.1613645291212	0.00157031843918975	0.805331771852161
ENSG00000163655	1023.76393524948	-0.573856857929068	0.18327967892255	-3.13104464882639	0.0017418567611332	0.844976829650225
ENSG00000138074	120.903792107712	1.65959200761519	0.532527168926373	3.116445703533	0.00183045385175133	0.844976829650225
ENSG00000064787	10.2966358788748	-6.36886729692831	2.05277649709577	-3.1025624591566	0.00191853058490637	0.844976829650225
ENSG00000253368	72.6944616908754	1.85979197574014	0.601816290726001	3.09029849208067	0.00199955433771669	0.844976829650225
ENSG00000065978	18201.7331232095	-0.437914004387753	0.141767106951747	-3.08896763010622	0.00200853321781886	0.844976829650225
ENSG00000155256	366.777978727704	0.805847399574015	0.261119586914048	3.08612390628235	0.00202784299901059	0.844976829650225
ENSG00000005206	378.696029867625	0.873154186853323	0.28502326700325	3.06344880554389	0.00218801638739572	0.884091227561653
ENSG00000116044	1098.30902238447	-0.671855794209417	0.221749226492138	-3.02979994490866	0.0024471577571951	0.935251101723124
ENSG00000188687	17.4821291481642	-6.0931768232243	2.0137487045144	-3.02578807850486	0.00247986045857294	0.935251101723124
ENSG00000141873	576.383505734193	0.716698033145762	0.237626927259202	3.0160640522191	0.00256079158927025	0.935251101723124
ENSG00000136840	131.246567829489	-1.44152221436165	0.478590543568379	-3.0120156650268	0.00259519204767929	0.935251101723124
ENSG00000166448	2083.3595433901	0.512321197364793	0.171407859439921	2.98890143683501	0.00279982434037884	0.963672307368751
ENSG00000145945	9.22228417465842	6.39651849424263	2.14155383717437	2.98685859921336	0.00281860056902514	0.963672307368751
ENSG00000166595	1677.15287996762	0.446201104432753	0.151355867196277	2.94802648022969	0.00319809669029181	0.998723184908014
ENSG00000198576	113.508204906043	-1.95028434684093	0.661589139578643	-2.94787841904878	0.00319962876434013	0.998723184908014
ENSG00000153048	1809.11468044422	-0.436875510764558	0.148242410007595	-2.94703459517541	0.003208373070262	0.998723184908014
ENSG00000007392	882.820513851802	-0.660998531491975	0.224383218058625	-2.94584656201551	0.00322072123526658	0.998723184908014
ENSG00000251322	257.041750821572	1.10826184875277	0.377571878677202	2.93523408744182	0.00333296144056699	0.99986462313603
ENSG00000114353	3694.07888745851	-0.446415956420526	0.152406840958949	-2.929107076898	0.00339937296508665	0.99986462313603
ENSG00000171243	13.8352491735981	5.67956751077266	1.95871930172093	2.89963319694792	0.00373599573816529	0.99986462313603
ENSG00000109158	97.5595646457036	1.68186688665053	0.582111984661718	2.88924971649211	0.00386162277873268	0.99986462313603
ENSG00000164484	21.8027619904989	3.7544091228704	1.30024054096122	2.88747274415463	0.00388350250738937	0.99986462313603
ENSG00000166501	1819.33969116456	0.494143461889793	0.17195207043389	2.87372789779681	0.00405658290464346	0.99986462313603
ENSG00000103257	1020.35892886791	0.584744779230279	0.203778258077592	2.86951505399378	0.00411101762770508	0.99986462313603
ENSG00000006715	663.268346622161	-0.604071300696278	0.211267853750907	-2.85926746531207	0.00424620601048965	0.99986462313603
ENSG00000203872	12.0944814645482	5.73480948929988	2.00962888598862	2.85366593269219	0.00432179514334408	0.99986462313603
ENSG00000249115	143.889042383349	-1.30535410354494	0.459877853304466	-2.83848003152419	0.00453289555002801	0.99986462313603
ENSG00000198624	9.09881608023058	6.37190856117841	2.24816262859417	2.83427385551859	0.00459299531671877	0.99986462313603
ENSG00000119938	320.339050543567	0.870128238805191	0.307110594955932	2.83327326733892	0.0046073980201559	0.99986462313603
ENSG00000173261	12.8066902175447	-4.67063870529544	1.65068551994472	-2.82951455553561	0.00466186793942031	0.99986462313603
ENSG00000111450	440.410124775542	-0.752987968133703	0.26629395647019	-2.82765699272637	0.00468900177523017	0.99986462313603
ENSG00000101977	74.0480689053055	1.64727598608243	0.582618147285534	2.82736813770258	0.00469323396668311	0.99986462313603
ENSG00000130749	727.169640887378	0.586210716813546	0.209087832988649	2.80365771855013	0.00505265131132411	0.99986462313603
ENSG00000126733	63.8523174101616	1.68637648602144	0.602215903005041	2.80028554145858	0.00510574208831312	0.99986462313603
ENSG00000185436	7.10395550223577	6.36356221746388	2.27697063868476	2.79474935220933	0.00519399680258481	0.99986462313603
ENSG00000170837	571.976913680421	0.637154233242461	0.228158789207807	2.79259122760395	0.00522877212498524	0.99986462313603
ENSG00000162521	2412.00697305922	-0.423806528397056	0.151872003870152	-2.79055071110672	0.00526184567358921	0.99986462313603
ENSG00000146411	55.157743803736	-2.01073690174877	0.726640785663837	-2.76716768645435	0.00565456616932153	0.99986462313603
ENSG00000106336	12.9394979691256	-4.88789258169307	1.7689274538354	-2.76319561387049	0.0057238451489692	0.99986462313603
ENSG00000158125	8.74602783317077	6.40186174329915	2.31735670884736	2.7625706991322	0.00573481403046425	0.99986462313603
ENSG00000196352	32.2581408596539	2.84624233281845	1.03119147144607	2.76014921731954	0.00577749660760869	0.99986462313603
ENSG00000129173	16.5501762232947	-4.42751259793032	1.60419343784786	-2.75996179355412	0.00578081217125686	0.99986462313603
ENSG00000172183	10.3031916011061	6.03391101766403	2.18920766057195	2.75620770305893	0.00584758512476027	0.99986462313603
ENSG00000102172	2216.91559422356	-0.413565963586388	0.150344822259791	-2.75078288277703	0.00594530340074739	0.99986462313603
ENSG00000176055	304.493672306309	0.914062538330002	0.332654150500183	2.74778636297069	0.00599990891995497	0.99986462313603
ENSG00000168398	8.58895806714258	6.61897322145133	2.42208077656168	2.73276320323529	0.00628054680854022	0.99986462313603
ENSG00000173068	6.77631345883944	6.24931093257683	2.2899888451751	2.72897003220947	0.00635324771895589	0.99986462313603
ENSG00000135116	160.028344082057	1.12274544190402	0.411937800044452	2.72552176999261	0.00641999425571971	0.99986462313603
ENSG00000124214	1894.34001323641	-0.461172243366765	0.169426593970687	-2.72195900630898	0.00648961920915278	0.99986462313603
ENSG00000087495	1088.70419842403	-0.599397909803705	0.222180487631854	-2.6977972557018	0.00697999367006334	0.99986462313603
ENSG00000152192	8.51333780522509	6.51394939858248	2.4164945622251	2.69561930757438	0.0070257912200294	0.99986462313603
ENSG00000162998	89.8476050770324	1.75400545879304	0.650751027077698	2.69535565186839	0.00703135360182389	0.99986462313603
ENSG00000006007	934.324684478247	-0.503206835105679	0.186948714356502	-2.69168384943311	0.0071092302222438	0.99986462313603
ENSG00000127824	217.734368572767	0.922326430686614	0.343274494434056	2.68684812195913	0.00721297416820567	0.99986462313603
ENSG00000157224	259.001360134569	0.82539968341245	0.30746579821602	2.68452519988106	0.00726329075662773	0.99986462313603
ENSG00000165195	101.352166265221	1.42580672292293	0.531274910957141	2.6837456343538	0.00728024730483119	0.99986462313603
ENSG00000111011	4268.93412342018	-0.40194905013068	0.150059164370509	-2.67860381481422	0.00739298105042506	0.99986462313603
ENSG00000166863	49.6291199463428	-3.1294163776768	1.17067383667563	-2.67317529412242	0.00751369765661325	0.99986462313603
ENSG00000180543	59.917974062006	2.07941412344129	0.778048819601813	2.67260109012888	0.00752656931423432	0.99986462313603
ENSG00000042980	8.73654055538185	6.96413419998411	2.61330840271953	2.66487269268982	0.00770174727721796	0.99986462313603
ENSG00000214338	87.4738398775314	-1.50510670371792	0.564914400002821	-2.66430932493561	0.00771465878158604	0.99986462313603
ENSG00000060709	10.6780560678122	6.21587357559374	2.34542357228115	2.65021365396623	0.00804408833008782	0.99986462313603
ENSG00000170681	85.312161062799	-1.38623645225947	0.52334094544564	-2.64882093465675	0.00807731163683885	0.99986462313603
ENSG00000185189	157.278111125063	1.1133621040901	0.420847119902782	2.64552625273351	0.00815639576948776	0.99986462313603
ENSG00000138738	32.0338943444799	2.43621990776037	0.920967461657781	2.64528336687929	0.0081622532347183	0.99986462313603
ENSG00000106211	4032.04724681367	-0.540958246485495	0.204820225833008	-2.64113685201453	0.00826283354981665	0.99986462313603
ENSG00000183508	7.28961108381774	6.49483441696367	2.46361589341329	2.63630155753104	0.00838152084323132	0.99986462313603
ENSG00000112249	568.141406751625	-0.605370045530893	0.229666278926255	-2.6358682187091	0.00839223168894209	0.99986462313603
ENSG00000103528	195.872815833167	1.36939549068244	0.520080332064752	2.63304610125487	0.00846228602057844	0.99986462313603
ENSG00000134007	28.9585266798105	-2.58629653059315	0.984225650213541	-2.62774753943063	0.00859522797018578	0.99986462313603
ENSG00000140600	432.157484853449	0.675042254495889	0.256932366212793	2.62731497960367	0.00860616297482671	0.99986462313603
ENSG00000180660	143.438366330173	1.6708975520642	0.636311808028254	2.62591001924327	0.00864176586750634	0.99986462313603
ENSG00000163626	343.133506204166	0.770768269441148	0.293546870809984	2.62570766744802	0.00864690446591846	0.99986462313603
ENSG00000157350	365.992089782878	-0.778085193500873	0.296827450030641	-2.62133840189158	0.00875852744998458	0.99986462313603
ENSG00000106086	305.111835926869	-0.769465717170534	0.294101981905627	-2.61632278771057	0.00888824885434099	0.99986462313603
ENSG00000204086	8.9083412268246	-6.19640009915371	2.36837028251657	-2.61631390365596	0.00888848014175098	0.99986462313603
ENSG00000108963	88.2290544233716	1.3977071342921	0.534477977248392	2.61508835497357	0.00892043763681788	0.99986462313603
ENSG00000165312	210.413591713665	0.971778972019378	0.371732783982633	2.61418689416637	0.00894400965781317	0.99986462313603
ENSG00000122481	16.0475968679744	-3.2839573437218	1.25768984134277	-2.6111027025675	0.00902507855654096	0.99986462313603
ENSG00000137145	405.814133399198	-0.752974389510432	0.289628581758729	-2.59979310376794	0.00932799808970428	0.99986462313603
ENSG00000170312	629.598493638435	-0.618394628277795	0.23790119180836	-2.59937591559415	0.00933934364716014	0.99986462313603
ENSG00000044524	391.278749828447	0.835487627326174	0.32157491916741	2.59811190962695	0.009373793866498	0.99986462313603
ENSG00000176381	9.0531665010847	6.00771010092949	2.31411483237343	2.5961158093299	0.00942842806900689	0.99986462313603
ENSG00000186298	1081.00137889276	-0.487367691884536	0.187805982729719	-2.59505945870709	0.00945745565936915	0.99986462313603
ENSG00000118733	58.9874772544432	1.78698220885908	0.688817702593387	2.59427451142896	0.00947907691670626	0.99986462313603
ENSG00000184743	88.8591876551696	1.51078194623642	0.582431731299383	2.59392108130153	0.00948882648293922	0.99986462313603
ENSG00000073350	5.73488563936315	-6.24103956414095	2.41031487232564	-2.5893046737579	0.00961699643882083	0.99986462313603
ENSG00000186174	2040.90360991048	-0.413091524056193	0.160097687386604	-2.58024666564145	0.00987297660294267	0.99986462313603
ENSG00000140534	61.4926789756439	-1.70078986440951	0.660915698114166	-2.5733839720595	0.0100709408443242	0.99986462313603
ENSG00000124201	472.853335909327	0.652991073350027	0.253809148198224	2.57276413393911	0.0100889938473584	0.99986462313603
ENSG00000170743	33.6974004961526	2.43189631846229	0.95036799488407	2.55889963840685	0.0105004050904407	0.99986462313603
ENSG00000182809	1189.03944221301	-0.469651432540157	0.183952024983725	-2.55311912212823	0.0106762975273392	0.99986462313603
ENSG00000164949	25.834811361395	-2.52089415953673	0.987591283347783	-2.55256825575788	0.010693195531614	0.99986462313603
ENSG00000168528	913.293010522086	-0.598727307127239	0.23463213427586	-2.5517702806356	0.0107177158532618	0.99986462313603
ENSG00000204922	234.778026695871	0.844028578426418	0.330860418198221	2.55101103668664	0.010741092435618	0.99986462313603
ENSG00000108684	132.485133892103	1.38669654430321	0.54461828702117	2.54618065046595	0.0108908810869258	0.99986462313603
ENSG00000168906	132.130636184868	1.09440361040363	0.430492978342544	2.54221012992415	0.0110153927803488	0.99986462313603
ENSG00000141622	4873.12719548285	-0.382790330343151	0.150700102476693	-2.54008009319272	0.0110827085779673	0.99986462313603
ENSG00000073578	369.236827027895	0.763936594142272	0.301107262960584	2.53709122334347	0.0111777823102442	0.99986462313603
ENSG00000123338	18.9809681923891	3.64358092450267	1.44212172007378	2.52654188185742	0.0115191652795973	0.99986462313603
ENSG00000103021	143.602145232528	1.18790374400861	0.471655570156537	2.51858309150119	0.0117828078682113	0.99986462313603
ENSG00000204965	97.89441376736	-1.23461653270676	0.490214366089499	-2.5185237686024	0.0117847929266248	0.99986462313603
ENSG00000169291	8.08938764381568	-6.74545674996141	2.68048855731168	-2.51650272170032	0.0118525984739505	0.99986462313603
ENSG00000163576	15.8021382438846	3.66038984109709	1.45486665646128	2.51596242503789	0.0118707837797466	0.99986462313603
ENSG00000142173	111.937508660364	-1.35840798199756	0.539933332118413	-2.51588094527871	0.0118735283714492	0.99986462313603
ENSG00000151445	400.959995633259	0.644427181537805	0.25618028248625	2.51552217556944	0.0118856199861166	0.99986462313603
ENSG00000180340	2101.71686006804	-0.468574383438273	0.186554213938634	-2.51173304288054	0.0120139932802378	0.99986462313603
ENSG00000123983	5184.7513357334	0.324364890986446	0.129143732923509	2.51165800804725	0.0120165477735506	0.99986462313603
ENSG00000136715	361.81990249813	-0.659331050554874	0.263490017422374	-2.50229992393969	0.0123389345592922	0.99986462313603
ENSG00000162620	36.6598054679258	2.09861997347953	0.841587859611298	2.49364335465678	0.0126439515916555	0.99986462313603
ENSG00000182575	36.4498140317905	2.72929278848379	1.09508297071	2.4923159810569	0.0126913075548315	0.99986462313603
ENSG00000063761	34.4450288831883	2.3420241503789	0.939897920416763	2.49178564980803	0.0127102717338374	0.99986462313603
ENSG00000068489	1409.52761734129	-0.494625812567252	0.198646623132041	-2.48997845907742	0.0127750837802174	0.99986462313603
ENSG00000140455	1246.48846019071	-0.420408631347763	0.168852330723239	-2.48980058224274	0.01278147883571	0.99986462313603
ENSG00000197930	986.898074574576	0.480379700996941	0.193013561079255	2.48883911737004	0.0128160946355533	0.99986462313603
ENSG00000154640	1098.17948043063	-0.57050090125513	0.229346088546739	-2.48751092669656	0.0128640501816084	0.99986462313603
ENSG00000196584	47.2325803862673	-1.80811640532619	0.728827926079168	-2.48085500106069	0.0131067677515185	0.99986462313603
ENSG00000006116	19.4128817727536	2.91900413731524	1.17760106672848	2.47877164838564	0.013183567875457	0.99986462313603
ENSG00000204388	1554.68405240184	-0.628449439667056	0.253946622123636	-2.47473045481618	0.0133336765637878	0.99986462313603
ENSG00000148948	345.227910837702	0.753709853388348	0.30462841413567	2.47419419336462	0.0133537089171964	0.99986462313603
ENSG00000147676	101.846321837561	1.41815469750964	0.573475153259933	2.47291393436682	0.0134016413237641	0.99986462313603
ENSG00000101670	309.623990929515	0.726243226652236	0.294062428958824	2.46969063414057	0.0135229944139491	0.99986462313603
ENSG00000055813	7.468067688022	5.47068487809892	2.21551087355693	2.46926564134434	0.0135390670751737	0.99986462313603
ENSG00000087245	13.8539587632038	4.13128352274426	1.67672927179005	2.46389419702429	0.0137436674371369	0.99986462313603
ENSG00000117724	3897.60097066724	-0.387682351932129	0.157389101733147	-2.4632096356293	0.0137699378431248	0.99986462313603
ENSG00000172534	1233.26901249161	-0.410669448789116	0.166842126863195	-2.46142539962855	0.0138386173689538	0.99986462313603
ENSG00000117650	298.825950247593	-0.807934394317027	0.328516461930084	-2.45934218812138	0.0139191877684666	0.99986462313603
ENSG00000143374	289.107489944861	-0.803448942923903	0.327168405602689	-2.45576568264237	0.014058479028971	0.99986462313603
ENSG00000214029	204.727901002359	-1.01576048405436	0.414498991553756	-2.45057407798934	0.0142628611046252	0.99986462313603
ENSG00000104059	50.3836985264775	1.78712531456323	0.730226019628809	2.44735912789257	0.0143907368691513	0.99986462313603
ENSG00000183060	48.2146552649657	-1.73703005854278	0.709984622908435	-2.44657419681441	0.0144221109395244	0.99986462313603
ENSG00000137076	436.039267959384	-0.680062850102633	0.278343121264829	-2.443253661209	0.0145555026845008	0.99986462313603
ENSG00000117598	206.670885526895	0.981912251497939	0.402458153909541	2.43978719764897	0.0146959160009892	0.99986462313603
ENSG00000164611	1687.14316449097	-0.494175166308357	0.203214848835665	-2.4317866983627	0.0150245524117533	0.99986462313603
ENSG00000070814	649.587491028368	-0.546361974463191	0.224705100972374	-2.43146226809671	0.0150380145405832	0.99986462313603
ENSG00000142945	290.837668426566	-0.818102724017768	0.336938028285973	-2.42805102225924	0.0151802075277345	0.99986462313603
ENSG00000162885	216.870584946331	-1.00119569475332	0.412626632245886	-2.42639620546039	0.0152496117396261	0.99986462313603
ENSG00000196591	6789.61241805936	-0.314517333842151	0.129654831973037	-2.42580495501748	0.0152744768689879	0.99986462313603
ENSG00000129009	8.02299213385805	-6.6871783110978	2.76064601441092	-2.42232371560493	0.0154216060261414	0.99986462313603
ENSG00000164896	788.581014095097	0.537613236383501	0.222022967829153	2.42143072692008	0.015459547244677	0.99986462313603
ENSG00000104738	608.223020458604	-0.614994865918524	0.25447192634692	-2.41674936307161	0.0156597958301326	0.99986462313603
ENSG00000115207	160.598598143807	1.07101229449202	0.44331751861459	2.41590338644643	0.0156962255144808	0.99986462313603
ENSG00000214078	1296.89522518354	-0.448921724439913	0.186005071553484	-2.41349185100488	0.0158004812065387	0.99986462313603
ENSG00000136938	3249.95964750923	-0.385042748371282	0.159664120183745	-2.411579683201	0.0158835806347616	0.99986462313603
ENSG00000138081	1582.77034502581	-0.387432934530839	0.160725376056158	-2.4105274726218	0.0159294715758289	0.99986462313603
ENSG00000188428	147.689284711496	-1.16759610765903	0.484769193390798	-2.40856086479442	0.016015555552595	0.99986462313603
ENSG00000135185	39.6511703029586	2.15328220303734	0.89531744261396	2.40504886931571	0.0161703032363445	0.99986462313603
ENSG00000100744	228.637174152606	0.901975176483816	0.375162091785241	2.40422792236734	0.016206665239618	0.99986462313603
ENSG00000198947	143.450318223903	-0.994371453964067	0.414064494966675	-2.40148929949692	0.0163284866177366	0.99986462313603
ENSG00000155366	292.151922177385	-0.779688180420022	0.325305820268561	-2.39678521514413	0.016539615690172	0.99986462313603
ENSG00000134765	19.6793194321049	3.50811362492742	1.47332748356435	2.38108205002761	0.0172618666215956	0.99986462313603
ENSG00000105479	8.28333776906772	-5.51283550732212	2.31843188531243	-2.37782940367869	0.0174148807300941	0.99986462313603
ENSG00000129566	26.5595444732581	-2.32548705466675	0.981106010894915	-2.37027092775179	0.0177750547994222	0.99986462313603
ENSG00000103249	340.000197504068	-0.670779899585447	0.284863713591086	-2.35473971440369	0.0185356840405592	0.99986462313603
ENSG00000186432	2412.94930418485	-0.349590663797275	0.148581514190415	-2.35285436214666	0.0186299291586265	0.99986462313603
ENSG00000122378	1640.26491947895	-0.355548997061697	0.15183785462784	-2.34163606916839	0.0191994260187139	0.99986462313603
ENSG00000196586	2830.29612920449	-0.484550003056753	0.207064633930144	-2.34009059808939	0.0192790625217157	0.99986462313603
ENSG00000167600	14.6292963768243	3.36944925811219	1.44121804587441	2.33791775488622	0.019391515040676	0.99986462313603
ENSG00000172893	630.951224511454	0.510268010728895	0.218509775495105	2.33521822798416	0.0195320233779929	0.99986462313603
ENSG00000167306	10.1424469009539	-4.84741156959595	2.084499625407	-2.32545571633263	0.0200476052063831	0.99986462313603
ENSG00000160917	345.036813954422	-0.683107793465446	0.29435646777814	-2.32068212606869	0.0203040060953448	0.99986462313603
ENSG00000169398	664.017426405196	-0.589707295668048	0.254113026723121	-2.32064960727333	0.0203057625227387	0.99986462313603
ENSG00000152818	587.365841528375	-0.530602096676653	0.22905326581806	-2.31650090114025	0.02053093529184	0.99986462313603
ENSG00000101474	745.854401155081	0.510683466036736	0.220523794360974	2.31577489185046	0.0205705628256948	0.99986462313603
ENSG00000253729	1378.93098807721	-0.474200419951177	0.205070917850448	-2.31237283629363	0.0207571459649774	0.99986462313603
ENSG00000026103	7.43913767979672	-5.11822055413278	2.21420521403255	-2.31153847967478	0.0208031302727378	0.99986462313603
ENSG00000181773	33.7707396728633	-2.00983850421867	0.869695214307104	-2.31096879821275	0.0208345783982866	0.99986462313603
ENSG00000169715	8.74193503792133	5.66315595920124	2.45965020456538	2.30242330746453	0.0213113118242586	0.99986462313603
ENSG00000159228	204.841479649538	0.822787256606595	0.357439662873651	2.30189131780106	0.0213413019627778	0.99986462313603
ENSG00000184838	16.2009860399284	-2.97163663788169	1.29496880963848	-2.2947553761633	0.0217471472922883	0.99986462313603
ENSG00000204611	228.112765459682	0.850849017209939	0.370979763397293	2.29351867988211	0.02181816117443	0.99986462313603
ENSG00000161298	230.030947297377	0.924215582939908	0.403311912438127	2.2915652983141	0.02193073983982	0.99986462313603
ENSG00000128218	8.76394661821831	5.02391915082551	2.19470081781752	2.28911344545879	0.0220727618116453	0.99986462313603
ENSG00000139668	329.096878653121	-0.743675554283604	0.325072915096029	-2.28771921543792	0.0221538779492455	0.99986462313603
ENSG00000170091	7548.38476603252	0.312281683958885	0.136557961753228	2.28680686171345	0.0222070988111717	0.99986462313603
ENSG00000137944	380.860260395109	0.642878060107524	0.281165209809199	2.2864779769296	0.0222263110857913	0.99986462313603
ENSG00000188092	36.7376852104593	2.26473534315961	0.991283768624154	2.28464887133472	0.0223334248550485	0.99986462313603
ENSG00000147144	134.573857047111	-0.939626227021575	0.412175849327697	-2.2796731748214	0.0226270794305366	0.99986462313603
ENSG00000203877	68.2360447986092	1.46162803493296	0.641563330192005	2.27822876736974	0.022712951162662	0.99986462313603
ENSG00000133226	10167.1259296256	-0.358836721308014	0.157537743265699	-2.27778254194495	0.0227395369845476	0.99986462313603
ENSG00000108578	525.783441530473	-0.617009590483436	0.270916872416448	-2.27748676182479	0.0227571742708295	0.99986462313603
ENSG00000088881	155.388245717517	-1.23621862496327	0.543362960927682	-2.27512494199581	0.0228984358253185	0.99986462313603
ENSG00000145431	339.380922626737	-0.933516662169316	0.410774168772816	-2.2725787869237	0.0230515751779708	0.99986462313603
ENSG00000169379	621.980196010313	-0.513671022409965	0.226071171611448	-2.27216508300677	0.0230765413580728	0.99986462313603
ENSG00000088986	2793.22670571474	0.309374776818004	0.136222697749554	2.271095653874	0.0231411880441525	0.99986462313603
ENSG00000163053	644.38355721498	0.497038449593104	0.219148477912633	2.2680442699276	0.0233265085650535	0.99986462313603
ENSG00000100490	13.1423459333332	-3.61294913570847	1.59425841698473	-2.26622553609706	0.0234375779087412	0.99986462313603
ENSG00000165449	916.815268178875	0.431930255686805	0.191136980506185	2.25979428231487	0.0238340214399615	0.99986462313603
ENSG00000135250	5188.48510939133	-0.2893394370156	0.128062032913894	-2.25936938866296	0.0238604169137862	0.99986462313603
ENSG00000135097	1154.99684005004	-0.448819357679658	0.198732112804901	-2.25841385846017	0.0239198695218784	0.99986462313603
ENSG00000152464	153.288094146304	0.987399296124958	0.437622243308134	2.25628224164493	0.0240529608209851	0.99986462313603
ENSG00000145782	1514.95722255805	-0.429420941668905	0.190635194805466	-2.2525795517827	0.0242856716183758	0.99986462313603
ENSG00000196456	260.471473906689	0.745400443798135	0.331403716974449	2.24922173656732	0.0244983922062946	0.99986462313603
ENSG00000180884	41.8310065529915	1.95842399409499	0.872304567069836	2.24511491516494	0.0247607563441029	0.99986462313603
ENSG00000099290	174.966044473874	0.974587699572431	0.43466094848682	2.24217911216835	0.0249497985729771	0.99986462313603
ENSG00000187714	5.77457785991519	6.02337580268802	2.68760393476843	2.24116943898097	0.0250151016410898	0.99986462313603
ENSG00000128656	496.280213063056	0.64991432775456	0.290104509516529	2.24027654322806	0.0250729750983419	0.99986462313603
ENSG00000168412	15.8337440316145	-3.33044280349154	1.48786889424449	-2.2383980311536	0.0251951103178334	0.99986462313603
ENSG00000141098	863.207250961347	-0.425285944883648	0.190176061301509	-2.23627486011181	0.0253337721683014	0.99986462313603
ENSG00000168300	786.088824563691	-0.521976103879247	0.233769501761385	-2.23286656277363	0.025557745184061	0.99986462313603
ENSG00000067248	1556.69626656433	-0.443945335646552	0.198915646221027	-2.23182712914025	0.0256263905664492	0.99986462313603
ENSG00000132953	210.376329777377	-0.864123852253034	0.38728964750154	-2.23120823865967	0.0256673385043095	0.99986462313603
ENSG00000065154	422.784752788125	0.627752226496991	0.281821412977973	2.22748236148421	0.0259150533568832	0.99986462313603
ENSG00000184611	99.9376319991449	-1.22843080106252	0.553617113402237	-2.21891768033187	0.0264923254463864	0.99986462313603
ENSG00000074842	958.829299898313	0.455293690802159	0.20542039185348	2.21639968015885	0.0266641415869213	0.99986462313603
ENSG00000155957	294.022931238994	0.712771346154408	0.32196087023929	2.21384463778054	0.0268394682200736	0.99986462313603
ENSG00000164088	85.2017703286709	1.26748636411135	0.572639075273152	2.21341228505364	0.0268692344625222	0.99986462313603
ENSG00000086475	606.804579536301	-0.48943559290697	0.221183568728234	-2.21280267662348	0.0269112526760679	0.99986462313603
ENSG00000173409	168.720382263511	1.05950596628362	0.479918832593736	2.20767741194378	0.0272667685215109	0.99986462313603
ENSG00000121769	165.739448478293	1.013872597397	0.459434649089444	2.20678305262	0.0273292196152237	0.99986462313603
ENSG00000138385	2905.71182578748	-0.314338640877192	0.142593092522766	-2.20444507735889	0.0274930584756612	0.99986462313603
ENSG00000077312	807.8772643346	-0.493134033339026	0.223938312419158	-2.20209765810863	0.0276584108807374	0.99986462313603
